PostId,CreationDate,Name,Score,Text
492994,2016-08-31 17:00:39,Answers,9,"<p>One way to compare two dates is to use the <a href=""https://github.com/datejs/Datejs"" rel=""nofollow noreferrer""><code>dates.js</code></a> library.</p>
<p>The <code>Date.compare(Date date1, Date date2)</code> method that returns a <strong>number</strong> which means the one of following result:</p>
<ul>
<li><code>-1</code> = <code>date1</code> is less than <code>date2</code>.</li>
<li><code>0</code> = values are equal.</li>
<li><code>1</code> = <code>date1</code> is greater than <code>date2</code>.</li>
</ul>
"
492994,2016-11-03 10:46:51,Comments,0,You can refer following answer : http://stackoverflow.com/questions/4812152/calculating-date-in-javascript/40399250#40399250  Check getDateDifference and  getDifferenceInDays if it can help.
492994,2016-11-09 18:22:28,Answers,1,"<p>Another way to compare two dates, is through the <a href=""https://developer.mozilla.org/en/docs/Web/JavaScript/Reference/Global_Objects/Date/toISOString"" rel=""nofollow noreferrer""><code>toISOString()</code></a> method. This is especially useful when comparing to a fixed date kept in a string, since you can avoid creating a short-lived object. By virtue of the ISO 8601 format, you can compare these strings lexicographically (at least when you're using the same timezone).</p>

<p>I'm not necessarily saying that it's better than using time objects or timestamps; just offering this as another option. There might be edge cases when this could fail, but I haven't stumbled upon them yet :)</p>
"
492994,2017-03-14 17:10:14,Answers,27,"<p><strong>Note - Compare Only Date Part:</strong></p>

<p>When we compare two date in javascript. It takes hours, minutes and seconds also into consideration.. So If we only need to compare date only, this is the approach: </p>

<pre><code>var date1= new Date(""01/01/2014"").setHours(0,0,0,0);

var date2= new Date(""01/01/2014"").setHours(0,0,0,0);
</code></pre>

<p>Now: <code>if date1.valueOf()&gt; date2.valueOf()</code> will work like a charm.</p>
"
492994,2017-05-29 20:07:32,Comments,0,"I'll give you a reason to look further than Moment.js (_which I love, BUT..._): [Don't use for looping loads](https://github.com/moment/moment/issues/731)"
492994,2017-06-15 12:42:21,Answers,-1,"<p>try this
while compare date should be iso format ""yyyy-MM-dd""
if you want to compare only dates use this datehelper</p>

<pre><code>&lt;a href=""https://plnkr.co/edit/9N8ZcC?p=preview""&gt; Live Demo&lt;/a&gt;
</code></pre>
"
492994,2017-07-11 09:59:46,Answers,87,"<p>Comparing <strong>dates</strong> in JavaScript is quite easy... JavaScript has <strong>built-in</strong> comparison system for <strong>dates</strong> which makes it so easy to do the comparison...</p>

<p>Just follow these steps for comparing 2 dates value, for example you have 2 inputs which each has a Date value in <code>String</code> and you to compare them...</p>

<p><strong>1.</strong> you have 2 string values you get from an input and you'd like to compare them, they are as below:</p>

<pre><code>var date1 = '01/12/2018';
var date2 = '12/12/2018';
</code></pre>

<p><strong>2.</strong> They need to be <code>Date Object</code> to be compared as date values, so simply convert them to date, using <code>new Date()</code>, I just re-assign them for simplicity of explanation, but you can do it anyway you like:</p>

<pre><code>date1 = new Date(date1);
date2 = new Date(date2);
</code></pre>

<p><strong>3.</strong> Now simply compare them,  using the <code>&gt;</code> <code>&lt;</code>  <code>&gt;=</code> <code>&lt;=</code></p>

<pre><code>date1 &gt; date2;  //false
date1 &lt; date2;  //true
date1 &gt;= date2; //false
date1 &lt;= date2; //true
</code></pre>

<p><a href=""https://i.sstatic.net/r078N.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/r078N.png"" alt=""compare dates in javascript""></a></p>
"
492994,2017-07-11 12:48:21,Edit Tags,,<javascript><date><datetime><object><compare>
492994,2017-07-11 12:48:21,Edit Body,,"Can someone suggest a way to compare the values of **two dates** greater than, less than, and not in the past using JavaScript? The values will be coming from text boxes..."
492994,2017-09-20 11:11:40,Answers,0,"<p>You can date compare as most simple and understandable way like.</p>

<pre><code>&lt;input type=""date"" id=""getdate1"" /&gt;
&lt;input type=""date"" id=""getdate2"" /&gt;
</code></pre>

<p>let suppose you have two date input you want to compare them.</p>

<p>so firstly write a common method to parse date.</p>

<pre><code> &lt;script type=""text/javascript""&gt;
            function parseDate(input) {
             var datecomp= input.split('.'); //if date format 21.09.2017

              var tparts=timecomp.split(':');//if time also giving
              return new Date(dparts[2], dparts[1]-1, dparts[0], tparts[0], tparts[1]);
// here new date(  year, month, date,)
            }
        &lt;/script&gt;
</code></pre>

<p>parseDate() is the make common method for parsing the date.
 now you can checks your date =, > ,&lt; any type of compare</p>

<pre><code>    &lt;script type=""text/javascript""&gt;

              $(document).ready(function(){
              //parseDate(pass in this method date);
                    Var Date1=parseDate($(""#getdate1"").val());
                        Var Date2=parseDate($(""#getdate2"").val());
               //use any oe &lt; or &gt; or = as per ur requirment 
               if(Date1 = Date2){
         return false;  //or your code {}
}
 });
    &lt;/script&gt;
</code></pre>

<p>For Sure this code will help you.</p>
"
492994,2017-10-02 16:25:52,Comments,0,"For a **useful function** to get the time **difference separated into units** (seconds, minutes, hours, etc.), see the answer at https://stackoverflow.com/questions/1968167/difference-between-dates-in-javascript/1968175#1968175. That answer is now also available at https://stackoverflow.com/a/46529159/3787376."
492994,2017-10-20 09:51:47,Answers,13,"<p><strong>BEWARE THE TIMEZONE</strong></p>

<p>A javascript date has <em>no notion of timezone</em>. It's a moment in time (ticks since the epoch) with handy functions for translating to and from strings in the ""local"" timezone. If you want to work with dates using date objects, as everyone here is doing, <strong>you want your dates to represent UTC midnight at the start of the date in question.</strong> This is a common and necessary convention that lets you work with dates regardless of the season or timezone of their creation. So you need to be very vigilant to manage the notion of timezone, particularly when you create your midnight UTC Date object.  </p>

<p>Most of the time, you will want your date to reflect the timezone of the user. <strong>Click if today is your birthday</strong>. Users in NZ and US click at the same time and get different dates. In that case, do this...</p>

<pre><code>// create a date (utc midnight) reflecting the value of myDate and the environment's timezone offset.
new Date(Date.UTC(myDate.getFullYear(),myDate.getMonth(), myDate.getDate()));
</code></pre>

<p>Sometimes, international comparability trumps local accuracy. In that case, do this...</p>

<pre><code>// the date in London of a moment in time. Device timezone is ignored.
new Date(Date.UTC(myDate.getUTCYear(), myDate.getyUTCMonth(), myDate.getUTCDate()));
</code></pre>

<p><strong>Now you can directly compare your date objects as the other answers suggest.</strong></p>

<p>Having taken care to manage timezone when you create, you also need to be sure to keep timezone out when you convert back to a string representation. <strong>So you can safely use...</strong></p>

<ul>
<li><code>toISOString()</code></li>
<li><code>getUTCxxx()</code></li>
<li><code>getTime() //returns a number with no time or timezone.</code></li>
<li><code>.toLocaleDateString(""fr"",{timezone:""UTC""}) // whatever locale you want, but ALWAYS UTC.</code></li>
</ul>

<p><strong>And totally avoid everything else, especially...</strong></p>

<ul>
<li><code>getYear()</code>,<code>getMonth()</code>,<code>getDate()</code> </li>
</ul>
"
492994,2019-01-29 11:37:52,Edit Body,,"Can someone suggest a way to compare the values of **two dates** greater than, less than, and not in the past using JavaScript? The values will be coming from text boxes."
492994,2019-06-28 06:47:49,Answers,24,"<p>The simple way is,</p>

<pre><code>var first = '2012-11-21';
var second = '2012-11-03';

if (new Date(first) &gt; new Date(second) {
    .....
}
</code></pre>
"
492994,2020-01-31 17:27:06,Answers,1,"<p>All the above-given answers only solved one thing: compare two dates.</p>

<p>Indeed, they seem to be the answers to the question, but a big part is missing: </p>

<p><strong>What if I want to check whether a person is fully 18 years old?</strong></p>

<p><strong>Unfortunately, NONE of the above-given answers would be able to answer that question.</strong> </p>

<p>For example, the current time (around the time when I started to type these words) is Fri Jan 31 2020 10:41:04 GMT-0600 (Central Standard Time), while a customer enters his Date of Birth as ""01/31/2002"". </p>

<p>If we use <strong>""365 days/year""</strong>, which is <strong>""31536000000""</strong> milliseconds, we would get the following result:</p>

<pre><code>       let currentTime = new Date();
       let customerTime = new Date(2002, 1, 31);
       let age = (currentTime.getTime() - customerTime.getTime()) / 31536000000
       console.log(""age: "", age);
</code></pre>

<p>with the following print-out: </p>

<pre><code>       age: 17.92724710838407
</code></pre>

<p>But <strong>LEGALLY</strong>, that customer is already 18 years old. Even he enters ""01/30/2002"", the result would still be </p>

<pre><code>       age: 17.930039743467784
</code></pre>

<p>which is less than 18. The system would report the ""under age"" error.</p>

<p>And this would just keep going for ""01/29/2002"", ""01/28/2002"", ""01/27/2002"" ... ""01/05/2002"", <strong>UNTIL</strong> ""01/04/2002"". </p>

<p><strong>A system like that would just kill all the customers who were born between 18 years 0 days and 18 years 26 days ago, because they are legally 18 years old, while the system shows ""under age"".</strong>  </p>

<p><strong>The following is an answer to a question like that:</strong></p>

<pre><code>invalidBirthDate: 'Invalid date. YEAR cannot be before 1900.',
invalidAge: 'Invalid age. AGE cannot be less than 18.',

public static birthDateValidator(control: any): any {
    const val = control.value;
    if (val != null) {
        const slashSplit = val.split('-');
        if (slashSplit.length === 3) {
            const customerYear = parseInt(slashSplit[0], 10);
            const customerMonth = parseInt(slashSplit[1], 10);
            const customerDate = parseInt(slashSplit[2], 10);
            if (customerYear &lt; 1900) {
                return { invalidBirthDate: true };
            } else {
                const currentTime = new Date();
                const currentYear = currentTime.getFullYear();
                const currentMonth = currentTime.getMonth() + 1;
                const currentDate = currentTime.getDate();
                if (currentYear - customerYear &lt; 18) {
                    return { invalidAge: true };
                } else if (
                    currentYear - customerYear === 18 &amp;&amp;
                    currentMonth - customerMonth &lt; 0) {
                    return { invalidAge: true };
                } else if (
                    currentYear - customerYear === 18 &amp;&amp;
                    currentMonth - customerMonth === 0 &amp;&amp;
                    currentDate - customerDate &lt; 0) {
                    return { invalidAge: true };
                } else {
                    return null;
                }
            }
        }
    }
}
</code></pre>
"
492994,2020-02-27 18:54:33,Answers,6,"<h2>Performance</h2>

<p>Today 2020.02.27 I perform tests of chosen solutions on Chrome v80.0, Safari v13.0.5 and Firefox 73.0.1 on MacOs High Sierra v10.13.6 </p>

<h3>Conclusions</h3>

<ul>
<li>solutions <code>d1==d2</code> (D) and <code>d1===d2</code> (E) are fastest for all browsers</li>
<li>solution <code>getTime</code> (A) is faster than  <code>valueOf</code> (B) (both are medium fast)</li>
<li>solutions F,L,N are slowest for all browsers</li>
</ul>

<p><a href=""https://i.sstatic.net/jedLE.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/jedLE.png"" alt=""enter image description here""></a></p>

<h3>Details</h3>

<p>In below snippet solutions used in performance tests are presented. You can perform test in you machine <a href=""https://jsbench.me/ofk73h7x6r/1"" rel=""noreferrer"">HERE</a></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""true"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code snippet-currently-hidden"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function A(d1,d2) {
	return d1.getTime() == d2.getTime();
}

function B(d1,d2) {
	return d1.valueOf() == d2.valueOf();
}

function C(d1,d2) {
	return Number(d1)   == Number(d2);
}

function D(d1,d2) {
	return d1 == d2;
}

function E(d1,d2) {
	return d1 === d2;
}

function F(d1,d2) {
	return (!(d1&gt;d2 || d2&gt;d1));
}

function G(d1,d2) {
	return d1*1 == d2*1;
}

function H(d1,d2) {
	return +d1 == +d2;
}

function I(d1,d2) {
	return !(+d1 - +d2);
}

function J(d1,d2) {
	return !(d1 - d2);
}

function K(d1,d2) {
	return d1 - d2 == 0;
}

function L(d1,d2) {
	return !((d1&gt;d2)-(d1&lt;d2));
}

function M(d1,d2) {
  return d1.getFullYear() === d2.getFullYear()
    &amp;&amp; d1.getDate() === d2.getDate()
    &amp;&amp; d1.getMonth() === d2.getMonth();
}

function N(d1,d2) {
	return (isFinite(d1.valueOf()) &amp;&amp; isFinite(d2.valueOf()) ? !((d1&gt;d2)-(d1&lt;d2)) : false );
}


// TEST

let past= new Date('2002-12-24'); // past
let now= new Date('2020-02-26');  // now

console.log('Code  d1&gt;d2  d1&lt;d2  d1=d2')
var log = (l,f) =&gt; console.log(`${l}     ${f(now,past)}  ${f(past,now)}  ${f(now,now)}`);

log('A',A);
log('B',B);
log('C',C);
log('D',D);
log('E',E);
log('G',G);
log('H',H);
log('I',I);
log('J',J);
log('K',K);
log('L',L);
log('M',M);
log('N',N);</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>p {color: red}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;p&gt;This snippet only presents tested solutions (it not perform tests itself)&lt;/p&gt;</code></pre>
</div>
</div>
</p>

<p>Results for chrome</p>

<p><a href=""https://i.sstatic.net/N0eSg.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/N0eSg.png"" alt=""enter image description here""></a></p>
"
492994,2020-02-27 19:37:15,Edit Tags,,<javascript><date><datetime><compare>
492994,2020-12-29 21:05:58,Answers,-1,"<pre><code>If you are using **REACT OR REACT NATIVE**, use this and it will work (Working like charm)
</code></pre>
<p>If the two dates are the same, it will return TRUE otherwise FALSE</p>
<pre><code>const compareDate = (dateVal1, dateVal2) =&gt; {
        if (dateVal1.valueOf() === dateVal2.valueOf()){
            return true;
        }
        else { return false;}
    }
</code></pre>
"
492994,2021-03-16 07:17:30,Answers,-7,"<h2>using momentjs for dates manipulation.</h2> <br>
<b>For checking one date is same or after as another by using </b> 
<p><code>isSameOrAfter()</code> <b> method</b> <br></p>
<pre class=""lang-js prettyprint-override""><code>moment('2010-10-20').isSameOrAfter('2010-10-20') //true;
</code></pre>
<p><b>For checking one date is after as another by using</b> <code>isAfter()</code> <b>method</b> <br></p>
<pre class=""lang-js prettyprint-override""><code>moment('2020-01-20').isAfter('2020-01-21'); // false
moment('2020-01-20').isAfter('2020-01-19'); // true
</code></pre>
<p><b>For checking one date is before another by using</b> <code>isBefore()</code> <b>method.</b> <br></p>
<pre class=""lang-js prettyprint-override""><code>moment('2020-01-20').isBefore('2020-01-21'); // true
moment('2020-01-20').isBefore('2020-01-19'); // false
</code></pre>
<p><b>For checking one date is same as another by using</b> <code>isSame()</code> <b>method</b></p>
<pre class=""lang-js prettyprint-override""><code>moment('2020-01-20').isSame('2020-01-21'); // false
moment('2020-01-20').isSame('2020-01-20'); // true
</code></pre>
"
492994,2021-05-02 15:03:50,Comments,10,"For those like me who may have come along later, moment.js is now in ""maintenance mode,"" *i.e.* no longer being actively developed."
492994,2021-07-28 13:17:20,Answers,0,"<pre><code>function compare_date(date1, date2){
const x = new Date(date1)
const y = new Date(date2)
function checkyear(x, y){
    if(x.getFullYear()&gt;y.getFullYear()){
        return &quot;Date1 &gt; Date2&quot;
    }
    else if(x.getFullYear()&lt;y.getFullYear()){
        return &quot;Date2 &gt; Date1&quot;
    }
    else{
        return checkmonth(x, y)
    }
}
function checkmonth(x, y){
    if(x.getMonth()&gt;y.getFullYear()){
        return &quot;Date1 &gt; Date2&quot;
    }
    else if(x.getMonth()&lt;y.getMonth){
        return &quot;Date2 &gt; Date1&quot;
    }
    else {
        return checkDate(x, y)
    }
}
function checkDate(x, y){
    if(x.getDate()&gt;y.getFullYear()){
        return &quot;Date1 &gt; Date2&quot;
    }
    else if(x.getDate()&lt;y.getDate()){
        return &quot;Date2 &gt; Date1&quot;
    }
    else {
        return checkhour(x,y)
    }
}
function checkhour(x, y){
    if(x.getHours()&gt;y.getHours()){
        return &quot;Date1 &gt; Date2&quot;
    }
    else if(x.getHours()&lt;y.getHours()){
        return &quot;Date2 &gt; Date1&quot;
    }
    else {
        return checkhmin(x,y)
    }
}
function checkhmin(x,y){
    if(x.getMinutes()&gt;y.getMinutes()){
        return &quot;Date1 &gt; Date2&quot;
    }
    else if(x.getMinutes()&lt;y.getMinutes()){
        return &quot;Date2 &gt; Date1&quot;
    }
    else {
        return &quot;Date1 = Date2&quot;
    }
}
return checkyear(x, y)
</code></pre>
"
492994,2021-10-28 15:55:29,Answers,2,"<p>My simple answer for this question</p>
<pre><code>checkDisabled(date) {
    const today = new Date()
    const newDate = new Date(date._d)
    if (today.getTime() &gt; newDate.getTime()) {
        return true
    }
    return false
}
       
</code></pre>
"
492994,2022-03-20 18:43:45,Comments,2,"For those that have come along even later, moment.js is not only in maintenance mode, but it's a huge library (4.21mb!). If you only need simple functionality like comparing two dates, then you might try a tiny (20kb) lib I've been working on https://www.npmjs.com/package/easy-dates"
492994,2022-11-14 07:10:40,Answers,2,"<p>If both of your dates come in the format &quot;YYYY-MM-DD&quot;, you can skip the Date object and compare strings directly.</p>
<p>This works because of how the strings are compared in JS</p>
<pre><code>let date1 = '2022-12-13';
let date2 = '2022-02-13';

console.log(`${date1} &gt; ${date2}`, date1 &gt; date2);
console.log(`${date1} &lt; ${date2}`, date1 &lt; date2);
console.log(`${date1} == ${date2}`, date1 == date2);

</code></pre>
"
492994,2023-02-22 17:57:32,Answers,0,"<p>sort way on JS</p>
<pre><code>const date1 = '2022-01-01T00:00:00.000Z';
const date2 = '2022-02-01T00:00:00.000Z';

const diffDays = Math.ceil(Math.abs(new Date(date2).getTime() - new Date(date1).getTime()) / 86400000);
console.log(diffDays);
</code></pre>
"
492994,2023-03-03 09:20:38,Answers,0,"<pre><code>            var months = [&quot;jan&quot;, &quot;feb&quot;, &quot;mar&quot;, &quot;apr&quot;, &quot;may&quot;, &quot;jun&quot;, &quot;jul&quot;, &quot;aug&quot;, &quot;sep&quot;, &quot;oct&quot;, &quot;nov&quot;, &quot;dec&quot;];
        
        var selectedDate= $('#hstdtContractTodate').val() ; //23-Feb-2023
            
        var date1=new Date((selectedDate.split(&quot;-&quot;)[2])
                    +&quot;/&quot;+(months.indexOf(selectedDate.split(&quot;-&quot;)[1].toLowerCase()) + 1)
                    +&quot;/&quot;+(selectedDate.split(&quot;-&quot;)[0])); //  year/month/day
        
        var currentDate = new Date().toDateString();


        var currdate = new Date((currentDate.split(&quot; &quot;)[3]) 
                            + &quot;/&quot; + (months.indexOf(currentDate.split(&quot; &quot;)[1].toLowerCase()) + 1) 
                            + &quot;/&quot; + (currentDate.split(&quot; &quot;)[2]));  //  year/month/day
        
        alert(currdate.getTime()===date1.getTime())
</code></pre>
"
492994,2023-03-08 14:52:20,Answers,1,"<h2>Solution</h2>
<p>To get the difference in days of two dates, allowing to ignore time:</p>
<pre><code>const MS_PER_DAY = 24 * 60 * 60 * 1000;

const compareDates = (a/*: Date*/, b/*: Date*/, ignoreTime = true)/*: number*/ =&gt; {
  if (ignoreTime) {
    a.setHours(0, 0, 0, 0);
    b.setHours(0, 0, 0, 0);
  }
  const diffInMs = a.getTime() - b.getTime();
  return Math.round(diffInMs / MS_PER_DAY);
};
</code></pre>
"
492994,2023-06-22 20:44:28,Answers,0,"<p>We know that subtracting two dates gives you the difference between two dates in milliseconds:</p>
<pre><code>function compareTwoDates(d1, d2){
    const date1 = new Date(d1);
    const date2 = new Date(d2);
    return date1 - date2; 
}
</code></pre>
<p>Check the returned number from function if:</p>
<ul>
<li><code>-1</code>: <code>date1</code> is less than <code>date2</code>.</li>
<li><code>0</code>  : two dates are equal.</li>
<li><code>1</code>  : <code>date1</code> is greater than <code>date2</code>.</li>
</ul>
<p><strong>Example of use:</strong></p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function compareTwoDates(d1, d2) {
  const date1 = new Date(d1);
  const date2 = new Date(d2);
  return date1 - date2;
}
let dateString1 = '2023-06-22';
let dateString2 = '2023-06-23';
let datesComparisonResult = compareTwoDates(dateString1, dateString2);
if (datesComparisonResult &gt; 0) { //1
  console.log(`${dateString1} is greater than ${dateString2}`)
} else if (datesComparisonResult &lt; 0) { //-1
  console.log(`${dateString1} is less than ${dateString2}`)
} else { //0
  console.log(`Both dates are equal`)
}</code></pre>
</div>
</div>
</p>
"
492994,2023-08-01 12:59:27,Answers,0,"<p><strong>In this code time is not considered.</strong></p>
<pre><code>let date = &quot;put date here&quot;;

let dateNow =new Date(Date.now()).toLocaleDateString();
dateNow = new Date(dateNow);

let dateVerified = new Date(date).toLocaleDateString();
dateVerified =new Date(dateVerified);

console.log(dateNow);
console.log(dateVerified );

console.log(dateNow-dateVerified );  //if 0 -&gt; same date or 'today'
</code></pre>
"
500504,2009-02-01 09:46:38,Initial Title,,"JavaScript ""For ...in"" with Arrays"
500504,2009-02-01 09:46:38,Initial Body,,"I've been told not to use ""for...in"" with Arrays in JavaScript but never received a satisfactory reason as to why not. 

The question is: Why is using ""for ...in"" with array iteration such a bad idea?"
500504,2009-02-01 09:46:38,Initial Tags,,<javascript>
500504,2009-02-01 09:50:03,Answers,16,"<p>Because it enumerates through object fields, not indexes. You can get value with index ""length"" and I doubt you want this.</p>
"
500504,2009-02-01 10:08:34,Answers,1742,"<p>The reason is that one construct:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var a = []; // Create a new empty array.
a[5] = 5;   // Perfectly legal JavaScript that resizes the array.

for (var i = 0; i &lt; a.length; i++) {
    // Iterate over numeric indexes from 0 to 5, as everyone expects.
    console.log(a[i]);
}

/* Will display:
   undefined
   undefined
   undefined
   undefined
   undefined
   5
*/</code></pre>
</div>
</div>
</p>
<p>can sometimes be totally different from the other:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var a = [];
a[5] = 5;
for (var x in a) {
    // Shows only the explicitly set index of ""5"", and ignores 0-4
    console.log(x);
}

/* Will display:
   5
*/</code></pre>
</div>
</div>
</p>
<p>Also consider that <a href=""http://en.wikipedia.org/wiki/JavaScript"" rel=""noreferrer"">JavaScript</a> libraries might do things like this, which will affect any array you create:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>// Somewhere deep in your JavaScript library...
Array.prototype.foo = 1;

// Now you have no idea what the below code will do.
var a = [1, 2, 3, 4, 5];
for (var x in a){
    // Now foo is a part of EVERY array and 
    // will show up here as a value of 'x'.
    console.log(x);
}

/* Will display:
   0
   1
   2
   3
   4
   foo
*/</code></pre>
</div>
</div>
</p>
"
500504,2009-02-01 10:08:37,Answers,62,"<p>Because for...in enumerates through the object that holds the array, not the array itself. If I add a function to the arrays prototype chain, that will also be included. I.e.</p>
<pre class=""lang-js prettyprint-override""><code>Array.prototype.myOwnFunction = function() { alert(this); }
a = new Array();
a[0] = 'foo';
a[1] = 'bar';
for (var x in a) {
    document.write(x + ' = ' + a[x]);
}
</code></pre>
<p>This will write:</p>
<pre class=""lang-none prettyprint-override""><code>0 = foo
1 = bar
myOwnFunction = function() { alert(this); }
</code></pre>
<p>And since you can never be sure that nothing will be added to the prototype chain just use a for loop to enumerate the array:</p>
<pre class=""lang-js prettyprint-override""><code>for (var i=0,x=a.length; i&lt;x; i++) {
    document.write(i + ' = ' + a[i]);
}
</code></pre>
<p>This will write:</p>
<pre class=""lang-none prettyprint-override""><code>0 = foo
1 = bar
</code></pre>
"
500504,2009-02-01 10:34:57,Answers,41,"<p>In isolation, there is nothing wrong with using for-in on arrays. For-in iterates over the property names of an object, and in the case of an ""out-of-the-box"" array, the properties corresponds to the array indexes. (The built-in propertes like <code>length</code>, <code>toString</code> and so on are not included in the iteration.)</p>

<p>However, if your code (or the framework you are using) add custom properties to arrays or to the array prototype, then these properties will be included in the iteration, which is probably not what you want.</p>

<p>Some  JS frameworks, like Prototype modifies the Array prototype. Other frameworks like JQuery doesn't, so with JQuery you can safely use for-in.</p>

<p>If you are in doubt, you probably shouldn't use for-in. </p>

<p>An alternative way of iterating through an array is using a for-loop:</p>

<pre><code>for (var ix=0;ix&lt;arr.length;ix++) alert(ix);
</code></pre>

<p>However, this have a different issue. The issue is that a JavaScript array can have ""holes"". If you define <code>arr</code> as:</p>

<pre><code>var arr = [""hello""];
arr[100] = ""goodbye"";
</code></pre>

<p>Then the array have two items, but a length of 101. Using for-in will yield two indexes, while the for-loop will yield 101 indexes, where the 99 has a value of <code>undefined</code>.</p>
"
500504,2009-02-01 14:04:57,Answers,130,"<p>There are three reasons why you shouldn't use <code>for..in</code> to iterate over array elements:</p>

<ul>
<li><p><code>for..in</code> will loop over all own and inherited properties of the array object which aren't <code>DontEnum</code>; that means if someone adds properties to the specific array object (there are valid reasons for this - I've done so myself) or changed <code>Array.prototype</code> (which is considered bad practice in code which is supposed to work well with other scripts), these properties will be iterated over as well; inherited properties can be excluded by checking <code>hasOwnProperty()</code>, but that won't help you with properties set in the array object itself</p></li>
<li><p><code>for..in</code> isn't guaranteed to preserve element ordering</p></li>
<li><p>it's slow because you have to walk all properties of the array object and its whole prototype chain and will still only get the property's name, ie to get the value, an additional lookup will be required</p></li>
</ul>
"
500504,2009-09-02 02:29:46,Answers,36,"<p>In addition to the reasons given in other answers, you may not want to use the ""for...in"" structure if you need to do math with the counter variable because the loop iterates through the names of the object's properties and so the variable is a string.</p>

<p>For example,</p>

<pre><code>for (var i=0; i&lt;a.length; i++) {
    document.write(i + ', ' + typeof i + ', ' + i+1);
}
</code></pre>

<p>will write </p>

<pre><code>0, number, 1
1, number, 2
...
</code></pre>

<p>whereas,</p>

<pre><code>for (var ii in a) {
    document.write(i + ', ' + typeof i + ', ' + i+1);
}
</code></pre>

<p>will write</p>

<pre><code>0, string, 01
1, string, 11
...
</code></pre>

<p>Of course, this can easily be overcome by including</p>

<pre><code>ii = parseInt(ii);
</code></pre>

<p>in the loop, but the first structure is more direct.</p>
"
500504,2010-11-23 21:20:54,Answers,7,"<p>Because it will iterate over properties belonging to objects up the prototype chain if you're not careful.</p>

<p>You can use <code>for.. in</code>, just be sure to check each property with <a href=""https://developer.mozilla.org/en/JavaScript/Reference/Global_Objects/Object/hasOwnProperty"" rel=""noreferrer"">hasOwnProperty</a>.</p>
"
500504,2010-11-23 21:21:05,Comments,56,"I saw the recent question where someone said that to you, but they only meant for Arrays. It is considered bad practice for iterating through arrays but not necessarily for iterating through members of an object."
500504,2010-11-23 21:22:54,Answers,434,"<p>The <code>for-in</code> statement by itself is not a ""bad practice"", however it can be <em>mis-used</em>, for example, to <em>iterate</em> over arrays or array-like objects.</p>

<p>The purpose of the <code>for-in</code> statement is to <em>enumerate</em> over object properties. This statement will go up in the prototype chain, also enumerating over <em>inherited</em> properties, a thing that <em>sometimes</em> is not desired.</p>

<p>Also, the order of iteration is not guaranteed by the spec., meaning that if you want to ""iterate"" an array object, with this statement you cannot be sure that the properties (array indexes) will be visited in the numeric order.</p>

<p>For example, in JScript (IE &lt;= 8), the order of enumeration even on Array objects is defined as the properties were created:</p>

<pre><code>var array = [];
array[2] = 'c';
array[1] = 'b';
array[0] = 'a';

for (var p in array) {
  //... p will be ""2"", ""1"" and ""0"" on IE
}
</code></pre>

<p>Also, speaking about inherited properties, if you, for example, extend the <code>Array.prototype</code> object (like some libraries as MooTools do), that properties will be also enumerated:</p>

<pre><code>Array.prototype.last = function () { return this[this.length-1]; };

for (var p in []) { // an empty array
  // last will be enumerated
}
</code></pre>

<p>As I said before to <em>iterate</em> over arrays or array-like objects, the best thing is to use a <em>sequential loop</em>, such as a plain-old <code>for</code>/<code>while</code> loop.</p>

<p>When you want to enumerate only the <em>own properties</em> of an object (the ones that aren't inherited), you can use the <code>hasOwnProperty</code> method:</p>

<pre><code>for (var prop in obj) {
  if (obj.hasOwnProperty(prop)) {
    // prop is not inherited
  }
}
</code></pre>

<p>And some people even recommend calling the method directly from <code>Object.prototype</code> to avoid having problems if somebody adds a property named <code>hasOwnProperty</code> to our object:</p>

<pre><code>for (var prop in obj) {
  if (Object.prototype.hasOwnProperty.call(obj, prop)) {
    // prop is not inherited
  }
}
</code></pre>
"
